country	year	pop
Martinique	2004	429510
Martinique	2005	432900
Martinique	2006	436131
Martinique	2007	439202
Martinique	2008	442119
Mauritania	1950	1005595
Mauritania	1951	1013753
Mauritania	1952	1022556
Mauritania	1953	1032021
Mauritania	1954	1042164
Mauritania	1955	1053003
Mauritania	1956	1064559
Mauritania	1957	1076852
Mauritania	1958	1089905
Mauritania	1959	1103409
Mauritania	1960	1117376
Mauritania	1961	1131821
Mauritania	1962	1146757
Mauritania	1963	1162199
Mauritania	1964	1178277
Mauritania	1965	1195012
Mauritania	1966	1212426
Mauritania	1967	1230542
Mauritania	1968	1249383
Mauritania	1969	1269000
Mauritania	1970	1289420
Mauritania	1971	1310672
Mauritania	1972	1332786
Mauritania	1973	1355793
Mauritania	1974	1379655
Mauritania	1975	1404403
Mauritania	1976	1430069
Mauritania	1977	1456688
Mauritania	1978	1485467
Mauritania	1979	1516462
Mauritania	1980	1549589
Mauritania	1981	1584814
Mauritania	1982	1622136
Mauritania	1983	1661573
Mauritania	1984	1703154
Mauritania	1985	1746923
Mauritania	1986	1792933
Mauritania	1987	1841240
Mauritania	1988	1891894
Mauritania	1989	1937201
Mauritania	1990	1984449
Mauritania	1991	2041306
Mauritania	1992	2119465
Mauritania	1993	2205240
Mauritania	1994	2279436
Mauritania	1995	2341749
Mauritania	1996	2388865
Mauritania	1997	2444741
Mauritania	1998	2515309
Mauritania	1999	2590516
Mauritania	2000	2667859
Mauritania	2001	2747312
Mauritania	2002	2828858
Mauritania	2003	2912584
Mauritania	2004	2998563
Mauritania	2005	3086859
Mauritania	2006	3177388
Mauritania	2007	3270065
Mauritania	2008	3364940
Mauritius	1950	481270
Mauritius	1951	498593
Mauritius	1952	516556
Mauritius	1953	536057
Mauritius	1954	553977
Mauritius	1955	571669
Mauritius	1956	591764
Mauritius	1957	609816
Mauritius	1958	627660
Mauritius	1959	645313
Mauritius	1960	663229
Mauritius	1961	681284
Mauritius	1962	701016
Mauritius	1963	715140
Mauritius	1964	736182
Mauritius	1965	755528
Mauritius	1966	774160
Mauritius	1967	789309
Mauritius	1968	804177
Mauritius	1969	816027
Mauritius	1970	829511
Mauritius	1971	841079
Mauritius	1972	851334
Mauritius	1973	861239
Mauritius	1974	873292
Mauritius	1975	885461
Mauritius	1976	897811
Mauritius	1977	913025
Mauritius	1978	929367
Mauritius	1979	946640
Mauritius	1980	963701
Mauritius	1981	979050
Mauritius	1982	992040
Mauritius	1983	1002175
Mauritius	1984	1012005
Mauritius	1985	1021710
Mauritius	1986	1032333
Mauritius	1987	1042663
Mauritius	1988	1052336
Mauritius	1989	1062525
Mauritius	1990	1073507
Mauritius	1991	1084777
Mauritius	1992	1096202
Mauritius	1993	1107490
Mauritius	1994	1117988
Mauritius	1995	1128608
Mauritius	1996	1139491
Mauritius	1997	1149818
Mauritius	1998	1159654
Mauritius	1999	1169325
Mauritius	2000	1179368
Mauritius	2001	1189825
Mauritius	2002	1200206
Mauritius	2003	1210447
Mauritius	2004	1220481
Mauritius	2005	1230602
Mauritius	2006	1240827
Mauritius	2007	1250882
Mauritius	2008	1260781
Mayotte	1950	21597
Mayotte	1951	22099
Mayotte	1952	22620
Mayotte	1953	23161
Mayotte	1954	23723
Mayotte	1955	24307
Mayotte	1956	24913
Mayotte	1957	25543
Mayotte	1958	26197
Mayotte	1959	26876
Mayotte	1960	27579
Mayotte	1961	28308
Mayotte	1962	29065
Mayotte	1963	29849
Mayotte	1964	30663
Mayotte	1965	31507
Mayotte	1966	32383
Mayotte	1967	33338
Mayotte	1968	34349
Mayotte	1969	35403
Mayotte	1970	36502
Mayotte	1971	37648
Mayotte	1972	38842
Mayotte	1973	40089
Mayotte	1974	41390
Mayotte	1975	42747
Mayotte	1976	44164
Mayotte	1977	45644
Mayotte	1978	47189
Mayotte	1979	49517
Mayotte	1980	51995
Mayotte	1981	54629
Mayotte	1982	57431
Mayotte	1983	60414
Mayotte	1984	63594
Mayotte	1985	66849
Mayotte	1986	70694
Mayotte	1987	74877
Mayotte	1988	79415
Mayotte	1989	84326
Mayotte	1990	89629
Mayotte	1991	95267
Mayotte	1992	101167
Mayotte	1993	107320
Mayotte	1994	113713
Mayotte	1995	120330
Mayotte	1996	127146
Mayotte	1997	134133
Mayotte	1998	141271
Mayotte	1999	148538
Mayotte	2000	155911
Mayotte	2001	163366
Mayotte	2002	170879
Mayotte	2003	178437
Mayotte	2004	186026
Mayotte	2005	193633
Mayotte	2006	201234
Mayotte	2007	208807
Mayotte	2008	216334
Mexico	1950	28485180
Mexico	1951	29296235
Mexico	1952	30144317
Mexico	1953	31031279
Mexico	1954	31959113
Mexico	1955	32929914
Mexico	1956	33945886
Mexico	1957	35015548
Mexico	1958	36141955
Mexico	1959	37328466
Mexico	1960	38578505
Mexico	1961	39836230
Mexico	1962	41121485
Mexico	1963	42434264
Mexico	1964	43774575
Mexico	1965	45142399
Mexico	1966	46537832
Mexico	1967	47995559
Mexico	1968	49518803
Mexico	1969	51110928
Mexico	1970	52775158
Mexico	1971	54406901
Mexico	1972	55984294
Mexico	1973	57557303
Mexico	1974	59122839
Mexico	1975	60678045
Mexico	1976	62219964
Mexico	1977	63759976
Mexico	1978	65295990
Mexico	1979	66825878
Mexico	1980	68347479
Mexico	1981	69969263
Mexico	1982	71640904
Mexico	1983	73362881
Mexico	1984	75080138
Mexico	1985	76767225
Mexico	1986	78442430
Mexico	1987	80122492
Mexico	1988	81781816
Mexico	1989	83366836
Mexico	1990	84913652
Mexico	1991	86488032
Mexico	1992	88111030
Mexico	1993	89749141
Mexico	1994	91337896
Mexico	1995	92880353
Mexico	1996	94398579
Mexico	1997	95895146
Mexico	1998	97325063
Mexico	1999	98616905
Mexico	2000	99926620
Mexico	2001	101246961
Mexico	2002	102479927
Mexico	2003	103718062
Mexico	2004	104959594
Mexico	2005	106202903
Mexico	2006	107449525
Mexico	2007	108700891
Mexico	2008	109955400
Micronesia, Fed. Sts.	1950	30715
Micronesia, Fed. Sts.	1951	31674
Micronesia, Fed. Sts.	1952	32664
Micronesia, Fed. Sts.	1953	33684
Micronesia, Fed. Sts.	1954	34736
Micronesia, Fed. Sts.	1955	35821
Micronesia, Fed. Sts.	1956	36940
Micronesia, Fed. Sts.	1957	38094
Micronesia, Fed. Sts.	1958	39284
Micronesia, Fed. Sts.	1959	40511
Micronesia, Fed. Sts.	1960	41777
Micronesia, Fed. Sts.	1961	43081
Micronesia, Fed. Sts.	1962	44427
Micronesia, Fed. Sts.	1963	45815
Micronesia, Fed. Sts.	1964	47246
Micronesia, Fed. Sts.	1965	48722
Micronesia, Fed. Sts.	1966	50244
Micronesia, Fed. Sts.	1967	51813
Micronesia, Fed. Sts.	1968	53432
Micronesia, Fed. Sts.	1969	55101
Micronesia, Fed. Sts.	1970	56822
Micronesia, Fed. Sts.	1971	58597
Micronesia, Fed. Sts.	1972	60427
Micronesia, Fed. Sts.	1973	62731
Micronesia, Fed. Sts.	1974	64241
Micronesia, Fed. Sts.	1975	66222
Micronesia, Fed. Sts.	1976	68263
Micronesia, Fed. Sts.	1977	70368
Micronesia, Fed. Sts.	1978	72538
Micronesia, Fed. Sts.	1979	74774
Micronesia, Fed. Sts.	1980	77080
Micronesia, Fed. Sts.	1981	79581
Micronesia, Fed. Sts.	1982	82188
Micronesia, Fed. Sts.	1983	84942
Micronesia, Fed. Sts.	1984	87784
Micronesia, Fed. Sts.	1985	90631
Micronesia, Fed. Sts.	1986	94151
Micronesia, Fed. Sts.	1987	97727
Micronesia, Fed. Sts.	1988	101343
Micronesia, Fed. Sts.	1989	104976
Micronesia, Fed. Sts.	1990	108600
Micronesia, Fed. Sts.	1991	111689
Micronesia, Fed. Sts.	1992	114694
Micronesia, Fed. Sts.	1993	117588
Micronesia, Fed. Sts.	1994	105444
Micronesia, Fed. Sts.	1995	105988
Micronesia, Fed. Sts.	1996	106479
Micronesia, Fed. Sts.	1997	106911
Micronesia, Fed. Sts.	1998	107264
Micronesia, Fed. Sts.	1999	107534
Micronesia, Fed. Sts.	2000	107754
Micronesia, Fed. Sts.	2001	107940
Micronesia, Fed. Sts.	2002	108071
Micronesia, Fed. Sts.	2003	108143
Micronesia, Fed. Sts.	2004	108155
Micronesia, Fed. Sts.	2005	108105
Micronesia, Fed. Sts.	2006	108004
Micronesia, Fed. Sts.	2007	107862
Micronesia, Fed. Sts.	2008	107673
Moldova	1950	2336432
Moldova	1951	2422094
Moldova	1952	2466740
Moldova	1953	2505504
Moldova	1954	2565909
Moldova	1955	2622424
Moldova	1956	2682168
Moldova	1957	2758940
Moldova	1958	2838489
Moldova	1959	2919316
Moldova	1960	2998981
Moldova	1961	3068962
Moldova	1962	3136438
Moldova	1963	3204914
Moldova	1964	3271001
Moldova	1965	3333549
Moldova	1966	3394160
Moldova	1967	3452263
Moldova	1968	3505944
Moldova	1969	3549420
Moldova	1970	3594517
Moldova	1971	3648754
Moldova	1972	3703001
Moldova	1973	3752827
Moldova	1974	3800643
Moldova	1975	3846519
Moldova	1976	3885894
Moldova	1977	3920281
Moldova	1978	3947422
Moldova	1979	3969989
Moldova	1980	3996278
Moldova	1981	4026204
Moldova	1982	4055086
Moldova	1983	4082711
Moldova	1984	4113243
Moldova	1985	4148172
Moldova	1986	4183283
Moldova	1987	4216682
Moldova	1988	4289659
Moldova	1989	4359496
Moldova	1990	4397798
Moldova	1991	4427569
Moldova	1992	4448083
Moldova	1993	4459725
Moldova	1994	4463208
Moldova	1995	4459595
Moldova	1996	4450539
Moldova	1997	4441779
Moldova	1998	4435827
Moldova	1999	4432040
Moldova	2000	4430654
Moldova	2001	4431570
Moldova	2002	4434547
Moldova	2003	4439502
Moldova	2004	4446455
Moldova	2005	4455421
Moldova	2006	4466706
Moldova	2007	4480560
Moldova	2008	4496774
Monaco	1950	18125
Monaco	1951	18156
Monaco	1952	18188
Monaco	1953	18220
Monaco	1954	18252
Monaco	1955	18284
Monaco	1956	18552
Monaco	1957	19081
Monaco	1958	19624
Monaco	1959	20183
Monaco	1960	20757
Monaco	1961	21348
Monaco	1962	21841
Monaco	1963	22047
Monaco	1964	22255
Monaco	1965	22465
Monaco	1966	22677
Monaco	1967	22891
Monaco	1968	23142
Monaco	1969	23450
Monaco	1970	23752
Monaco	1971	24063
Monaco	1972	24371
Monaco	1973	24651
Monaco	1974	24885
Monaco	1975	25128
Monaco	1976	25406
Monaco	1977	25687
Monaco	1978	25971
Monaco	1979	26260
Monaco	1980	26551
Monaco	1981	26846
Monaco	1982	27160
Monaco	1983	27497
Monaco	1984	27837
Monaco	1985	28181
Monaco	1986	28530
Monaco	1987	28883
Monaco	1988	29241
Monaco	1989	29604
Monaco	1990	29972
Monaco	1991	30159
Monaco	1992	30345
Monaco	1993	30529
Monaco	1994	30710
Monaco	1995	30887
Monaco	1996	31058
Monaco	1997	31223
Monaco	1998	31384
Monaco	1999	31540
Monaco	2000	31693
Monaco	2001	31842
Monaco	2002	31987
Monaco	2003	32130
Monaco	2004	32270
Monaco	2005	32409
Monaco	2006	32543
Monaco	2007	32671
Monaco	2008	32796
Mongolia	1950	778555
Mongolia	1951	788937
Mongolia	1952	800663
Mongolia	1953	813728
Mongolia	1954	828075
Mongolia	1955	844046
Mongolia	1956	862063
Mongolia	1957	882134
Mongolia	1958	904296
Mongolia	1959	928632
Mongolia	1960	954652
Mongolia	1961	981849
Mongolia	1962	1010280
Mongolia	1963	1031200
Mongolia	1964	1060600
Mongolia	1965	1090200
Mongolia	1966	1119400
Mongolia	1967	1149500
Mongolia	1968	1181000
Mongolia	1969	1214100
Mongolia	1970	1247600
Mongolia	1971	1283400
Mongolia	1972	1320500
Mongolia	1973	1360100
Mongolia	1974	1402600
Mongolia	1975	1445600
Mongolia	1976	1487150
Mongolia	1977	1528000
Mongolia	1978	1571700
Mongolia	1979	1617200
Mongolia	1980	1662380
Mongolia	1981	1708832
Mongolia	1982	1756032
Mongolia	1983	1805004
Mongolia	1984	1855693
Mongolia	1985	1907701
Mongolia	1986	1960796
Mongolia	1987	2015133
Mongolia	1988	2070723
Mongolia	1989	2159157
Mongolia	1990	2216340
Mongolia	1991	2268325
Mongolia	1992	2312802
Mongolia	1993	2349132
Mongolia	1994	2383109
Mongolia	1995	2420663
Mongolia	1996	2458561
Mongolia	1997	2494803
Mongolia	1998	2530501
Mongolia	1999	2565596
Mongolia	2000	2600835
Mongolia	2001	2637069
Mongolia	2002	2674234
Mongolia	2003	2712315
Mongolia	2004	2751314
Mongolia	2005	2791272
Mongolia	2006	2832224
Mongolia	2007	2874127
Mongolia	2008	2916865
Montenegro	1950	395587
Montenegro	1951	405216
Montenegro	1952	413834
Montenegro	1953	419454
Montenegro	1954	425065
Montenegro	1955	431658
Montenegro	1956	437249
Montenegro	1957	442829
Montenegro	1958	448399
Montenegro	1959	454949
Montenegro	1960	461487
Montenegro	1961	468013
Montenegro	1962	474528
Montenegro	1963	480046
Montenegro	1964	486538
Montenegro	1965	491051
Montenegro	1966	496539
Montenegro	1967	501035
Montenegro	1968	505522
Montenegro	1969	510001
Montenegro	1970	514472
Montenegro	1971	519914
Montenegro	1972	527678
Montenegro	1973	534461
Montenegro	1974	542221
Montenegro	1975	549000
Montenegro	1976	554552
Montenegro	1977	560073
Montenegro	1978	565561
Montenegro	1979	571018
Montenegro	1980	560000
Montenegro	1981	560090
Montenegro	1982	562548
Montenegro	1983	565705
Montenegro	1984	558389
Montenegro	1985	560562
Montenegro	1986	564558
Montenegro	1987	569473
Montenegro	1988	574401
Montenegro	1989	578981
Montenegro	1990	583202
Montenegro	1991	590872
Montenegro	1992	621621
Montenegro	1993	635875
Montenegro	1994	653213
Montenegro	1995	670608
Montenegro	1996	683946
Montenegro	1997	692651
Montenegro	1998	701246
Montenegro	1999	720412
Montenegro	2000	732302
Montenegro	2001	726462
Montenegro	2002	720230
Montenegro	2003	713614
Montenegro	2004	706577
Montenegro	2005	699259
Montenegro	2006	691871
Montenegro	2007	684736
Montenegro	2008	678177
Montserrat	1950	13480
Montserrat	1951	13306
Montserrat	1952	13173
Montserrat	1953	13031
Montserrat	1954	12885
Montserrat	1955	12766
Montserrat	1956	12647
Montserrat	1957	12516
Montserrat	1958	12382
Montserrat	1959	12255
Montserrat	1960	12145
Montserrat	1961	12040
Montserrat	1962	11933
Montserrat	1963	11849
Montserrat	1964	11804
Montserrat	1965	11776
Montserrat	1966	11723
Montserrat	1967	11669
Montserrat	1968	11633
Montserrat	1969	11563
Montserrat	1970	11591
Montserrat	1971	11851
Montserrat	1972	11978
Montserrat	1973	11985
Montserrat	1974	12031
Montserrat	1975	12121
Montserrat	1976	12051
Montserrat	1977	11926
Montserrat	1978	11728
Montserrat	1979	11592
Montserrat	1980	11770
Montserrat	1981	11787
Montserrat	1982	11662
Montserrat	1983	11560
Montserrat	1984	11442
Montserrat	1985	11323
Montserrat	1986	11205
Montserrat	1987	11087
Montserrat	1988	10969
Montserrat	1989	10849
Montserrat	1990	10728
Montserrat	1991	10606
Montserrat	1992	10681
Montserrat	1993	10760
Montserrat	1994	10841
Montserrat	1995	10926
Montserrat	1996	11015
Montserrat	1997	11108
Montserrat	1998	3338
Montserrat	1999	4944
Montserrat	2000	6409
Montserrat	2001	7574
Montserrat	2002	8437
Montserrat	2003	8995
Montserrat	2004	9245
Montserrat	2005	9341
Montserrat	2006	9439
Montserrat	2007	9538
Montserrat	2008	9638
Morocco	1950	9343384
Morocco	1951	9633621
Morocco	1952	9939217
Morocco	1953	10205766
Morocco	1954	10486500
Morocco	1955	10781677
Morocco	1956	11088510
Morocco	1957	11406350
Morocco	1958	11734866
Morocco	1959	12074375
Morocco	1960	12423434
Morocco	1961	12736342
Morocco	1962	13056604
Morocco	1963	13385360
Morocco	1964	13722483
Morocco	1965	14066154
Morocco	1966	14414636
Morocco	1967	14770296
Morocco	1968	15137266
Morocco	1969	15517155
Morocco	1970	15909275
Morocco	1971	16313391
Morocco	1972	16660670
Morocco	1973	16998378
Morocco	1974	17335236
Morocco	1975	17687376
Morocco	1976	18042963
Morocco	1977	18396941
Morocco	1978	18758283
Morocco	1979	19125959
Morocco	1980	19487272
Morocco	1981	19846221
Morocco	1982	20198730
Morocco	1983	20740299
Morocco	1984	21295943
Morocco	1985	21857410
Morocco	1986	22421628
Morocco	1987	22987397
Morocco	1988	23554959
Morocco	1989	24122368
Morocco	1990	24685960
Morocco	1991	25244056
Morocco	1992	25798239
Morocco	1993	26350819
Morocco	1994	26900833
Morocco	1995	27446860
Morocco	1996	27989535
Morocco	1997	28529501
Morocco	1998	29065648
Morocco	1999	29596788
Morocco	2000	30122350
Morocco	2001	30645305
Morocco	2002	31167783
Morocco	2003	31689265
Morocco	2004	32209101
Morocco	2005	32725847
Morocco	2006	33241259
Morocco	2007	33757175
Morocco	2008	34272968
Mozambique	1950	6250443
Mozambique	1951	6345838
Mozambique	1952	6446316
Mozambique	1953	6552276
Mozambique	1954	6663941
Mozambique	1955	6781616
Mozambique	1956	6906364
Mozambique	1957	7038035
Mozambique	1958	7176661
Mozambique	1959	7321327
Mozambique	1960	7472230
Mozambique	1961	7627642
Mozambique	1962	7788944
Mozambique	1963	7957010
Mozambique	1964	8127242
Mozambique	1965	8301446
Mozambique	1966	8486381
Mozambique	1967	8680909
Mozambique	1968	8883626
Mozambique	1969	9092797
Mozambique	1970	9304375
Mozambique	1971	9539059
Mozambique	1972	9809596
Mozambique	1973	10087915
Mozambique	1974	10370281
Mozambique	1975	10432604
Mozambique	1976	10769649
Mozambique	1977	11127868
Mozambique	1978	11466483
Mozambique	1979	11828029
Mozambique	1980	12102619
Mozambique	1981	12363066
Mozambique	1982	12587223
Mozambique	1983	12772878
Mozambique	1984	12923005
Mozambique	1985	13062589
Mozambique	1986	13142107
Mozambique	1987	12891952
Mozambique	1988	12517962
Mozambique	1989	12474404
Mozambique	1990	12655732
Mozambique	1991	12920197
Mozambique	1992	13160731
Mozambique	1993	13664085
Mozambique	1994	14740072
Mozambique	1995	15697711
Mozambique	1996	16192388
Mozambique	1997	16603334
Mozambique	1998	17003681
Mozambique	1999	17392597
Mozambique	2000	17768457
Mozambique	2001	18129398
Mozambique	2002	18473780
Mozambique	2003	18800908
Mozambique	2004	19111633
Mozambique	2005	19406703
Mozambique	2006	19686505
Mozambique	2007	19951656
Mozambique	2008	20203186
Myanmar	1950	19487657
Myanmar	1951	19788012
Myanmar	1952	20092996
Myanmar	1953	20402681
Myanmar	1954	20721139
Myanmar	1955	21048631
Myanmar	1956	21385445
Myanmar	1957	21731844
Myanmar	1958	22088118
Myanmar	1959	22456123
Myanmar	1960	22836232
Myanmar	1961	23228868
Myanmar	1962	23634436
Myanmar	1963	24053395
Myanmar	1964	24485982
Myanmar	1965	24932663
Myanmar	1966	25393924
Myanmar	1967	25870271
Myanmar	1968	26362230
Myanmar	1969	26867423
Myanmar	1970	27386228
Myanmar	1971	27919082
Myanmar	1972	28466390
Myanmar	1973	29226657
Myanmar	1974	29799458
Myanmar	1975	30360478
Myanmar	1976	30936848
Myanmar	1977	31528087
Myanmar	1978	32053297
Myanmar	1979	32664235
Myanmar	1980	33373316
Myanmar	1981	34019441
Myanmar	1982	34680442
Myanmar	1983	35364794
Myanmar	1984	36060228
Myanmar	1985	36740515
Myanmar	1986	37397074
Myanmar	1987	38028578
Myanmar	1988	38603755
Myanmar	1989	39132189
Myanmar	1990	39655394
Myanmar	1991	40155099
Myanmar	1992	40546538
Myanmar	1993	40983821
Myanmar	1994	41577366
Myanmar	1995	42173781
Myanmar	1996	42728314
Myanmar	1997	43247867
Myanmar	1998	43749992
Myanmar	1999	44234615
Myanmar	2000	44702243
Myanmar	2001	45152531
Myanmar	2002	45598081
Myanmar	2003	46030343
Myanmar	2004	46520134
Myanmar	2005	46996558
Myanmar	2006	47382633
Myanmar	2007	47761980
Myanmar	2008	48133102
Namibia	1950	463729
Namibia	1951	474595
Namibia	1952	485831
Namibia	1953	497453
Namibia	1954	509470
Namibia	1955	521903
Namibia	1956	534767
Namibia	1957	548080
Namibia	1958	561854
Namibia	1959	576077
Namibia	1960	590731
Namibia	1961	605831
Namibia	1962	621392
Namibia	1963	637428
Namibia	1964	653950
Namibia	1965	670981
Namibia	1966	688539
Namibia	1967	706640
Namibia	1968	725304
Namibia	1969	744618
Namibia	1970	764683
Namibia	1971	792629
Namibia	1972	821782
Namibia	1973	851258
Namibia	1974	882005
Namibia	1975	915325
Namibia	1976	950488
Namibia	1977	977026
Namibia	1978	997913
Namibia	1979	1027780
Namibia	1980	1058021
Namibia	1981	1074401
Namibia	1982	1099010
Namibia	1983	1134107
Namibia	1984	1169268
Namibia	1985	1203934
Namibia	1986	1240171
Namibia	1987	1278184
Namibia	1988	1332970
Namibia	1989	1409105
Namibia	1990	1471314
Namibia	1991	1513139
Namibia	1992	1554253
Namibia	1993	1597752
Namibia	1994	1642093
Namibia	1995	1686700
Namibia	1996	1731210
Namibia	1997	1774766
Namibia	1998	1816763
Namibia	1999	1858172
Namibia	2000	1905659
Namibia	2001	1947326
Namibia	2002	1972153
Namibia	2003	1993482
Namibia	2004	2014026
Namibia	2005	2030692
Namibia	2006	2044147
Namibia	2007	2055080
Namibia	2008	2063927
Nauru	1950	3432
Nauru	1951	3434
Nauru	1952	3244
Nauru	1953	3404
Nauru	1954	3473
Nauru	1955	3676
Nauru	1956	3893
Nauru	1957	4303
Nauru	1958	4308
Nauru	1959	4264
Nauru	1960	4475
Nauru	1961	4613
Nauru	1962	4849
Nauru	1963	4801
Nauru	1964	4914
Nauru	1965	5561
Nauru	1966	6057
Nauru	1967	6138
Nauru	1968	6219
Nauru	1969	6500
Nauru	1970	6700
Nauru	1971	6700
Nauru	1972	6800
Nauru	1973	6900
Nauru	1974	7000
Nauru	1975	7100
Nauru	1976	7200
Nauru	1977	7300
Nauru	1978	7434
Nauru	1979	7571
Nauru	1980	7710
Nauru	1981	7852
Nauru	1982	7996
Nauru	1983	8147
Nauru	1984	8329
Nauru	1985	8517
Nauru	1986	8708
Nauru	1987	8905
Nauru	1988	9100
Nauru	1989	9295
Nauru	1990	9488
Nauru	1991	9665
Nauru	1992	9826
Nauru	1993	10110
Nauru	1994	10380
Nauru	1995	10638
Nauru	1996	10879
Nauru	1997	11120
Nauru	1998	11361
Nauru	1999	11602
Nauru	2000	11845
Nauru	2001	12088
Nauru	2002	12329
Nauru	2003	12570
Nauru	2004	12809
Nauru	2005	13048
Nauru	2006	13287
Nauru	2007	13528
Nauru	2008	13770
Nepal	1950	8989915
Nepal	1951	9085715
Nepal	1952	9182536
Nepal	1953	9280389
Nepal	1954	9379284
Nepal	1955	9479233
Nepal	1956	9580247
Nepal	1957	9682338
Nepal	1958	9788923
Nepal	1959	9906107
Nepal	1960	10034723
Nepal	1961	10176198
Nepal	1962	10332057
Nepal	1963	10500330
Nepal	1964	10677158
Nepal	1965	10862394
Nepal	1966	11057476
Nepal	1967	11261690
Nepal	1968	11473118
Nepal	1969	11692022
Nepal	1970	11918678
Nepal	1971	12154648
Nepal	1972	12412593
Nepal	1973	12684751
Nepal	1974	12972880
Nepal	1975	13278095
Nepal	1976	13599104
Nepal	1977	13933198
Nepal	1978	14280079
Nepal	1979	14640898
Nepal	1980	15016477
Nepal	1981	15402612
